"","X","Endothelial","CAFs","PVL","B.cells","T.cells","Myeloid","Normal.Epithelial","Plasmablasts","Cancer.Epithelial","sid","invasive.cancer","stroma","lymphocyte","others"
"1","Human_Breast_Andersson_10142021_ST_F3_10x10",0.0126737545972775,0.0312178861301451,0.00866088716179394,0.011391641529864,0.0208481635407211,0.144998345037715,0.157051501605851,0.0471656096648431,0.565992210731789,"Human_Breast_Andersson_10142021_ST_F3",0.565992210731789,0.0525525278892165,0.0794054147354282,0.302049846643566
"2","Human_Breast_Andersson_10142021_ST_F3_10x11",0.00765592189341549,0.0554342989247068,0.00519328538674967,0.00493145356553148,0.0160106244735155,0.182240077178457,0.0593625819185767,0.303177247077073,0.365994509581974,"Human_Breast_Andersson_10142021_ST_F3",0.365994509581974,0.068283506204872,0.32411932511612,0.241602659097034
"3","Human_Breast_Andersson_10142021_ST_F3_10x12",0.00753418367548847,0.0144797665075284,0.00118031310500039,0.00353274370762038,0.00915334999892656,0.114722132787224,0.149238839355948,0.156102064645384,0.544056606216879,"Human_Breast_Andersson_10142021_ST_F3",0.544056606216879,0.0231942632880173,0.168788158351931,0.263960972143172
"4","Human_Breast_Andersson_10142021_ST_F3_10x13",0.00747249072909867,0.0222098641190389,0.00325108439930078,0.00947931353235349,0.0181289693662308,0.17639191378645,0.0964115210120488,0.0854360223831238,0.581218820672355,"Human_Breast_Andersson_10142021_ST_F3",0.581218820672355,0.0329334392474383,0.113044305281708,0.272803434798499
"5","Human_Breast_Andersson_10142021_ST_F3_10x14",0.011928608116217,0.0118476924792727,0.00219691440893008,0.00144190301447278,0.0141442245305718,0.161089941284522,0.172192167279787,0.0222908234759745,0.602867725410252,"Human_Breast_Andersson_10142021_ST_F3",0.602867725410252,0.0259732150044198,0.0378769510210191,0.333282108564309
"6","Human_Breast_Andersson_10142021_ST_F3_10x15",0.00993578403356827,0.0121897820417118,0.0025282452510881,0.00364034254321347,0.0262197919011071,0.163672248901683,0.1314925678843,0.00676080175297189,0.643560435690356,"Human_Breast_Andersson_10142021_ST_F3",0.643560435690356,0.0246538113263682,0.0366209361972925,0.295164816785983
"7","Human_Breast_Andersson_10142021_ST_F3_10x16",0.0114549395188686,0.0367686183198822,0.00401242314267823,0.00701521990037323,0.0437232896217523,0.15884168891,0.165366700684196,0.0939404078775478,0.478876712024701,"Human_Breast_Andersson_10142021_ST_F3",0.478876712024701,0.052235980981429,0.144678917399673,0.324208389594196
"8","Human_Breast_Andersson_10142021_ST_F3_10x17",0.00938932749672508,0.0554431587209918,0.00834408520618614,0.0042050570777717,0.0118099373934549,0.123503821836945,0.186453849299423,0.0395404263868653,0.561310336581638,"Human_Breast_Andersson_10142021_ST_F3",0.561310336581638,0.073176571423903,0.0555554208580919,0.309957671136368
"9","Human_Breast_Andersson_10142021_ST_F3_10x18",0.00647137811537513,0.0257284338442007,0.00421755337305887,0.000952814295595793,0.00885379653694673,0.114024974708761,0.158068408823046,0.0735175729550699,0.608165067347946,"Human_Breast_Andersson_10142021_ST_F3",0.608165067347946,0.0364173653326347,0.0833241837876124,0.272093383531807
"10","Human_Breast_Andersson_10142021_ST_F3_10x19",0.00695205579758996,0.0381944054114971,0.00299385102139262,0.004500269860104,0.013662716028849,0.318626563566285,0.104074140687296,0.0415957061508623,0.469400291476124,"Human_Breast_Andersson_10142021_ST_F3",0.469400291476124,0.0481403122304797,0.0597586920398153,0.422700704253581
"11","Human_Breast_Andersson_10142021_ST_F3_10x20",0.0156846761750379,0.0269271067200055,0.00849117241412699,0.00714074336935021,0.0363921366028734,0.141791579704402,0.137593513784528,0.0697429418948203,0.556236129334856,"Human_Breast_Andersson_10142021_ST_F3",0.556236129334856,0.0511029553091704,0.113275821867044,0.27938509348893
"12","Human_Breast_Andersson_10142021_ST_F3_10x21",0.00144914903447357,0.00730309971507267,0.000922252667227775,0.00304202651157472,0.00786649174036014,0.264286042047434,0.122510389475168,0.0285064517525181,0.564114097056171,"Human_Breast_Andersson_10142021_ST_F3",0.564114097056171,0.00967450141677401,0.039414970004453,0.386796431522602
"13","Human_Breast_Andersson_10142021_ST_F3_10x22",0.00467443367283925,0.00564089349848568,0.00465995056077842,0.00468352153805691,0.00388204835658737,0.0728579514735188,0.226799111029298,0.0125406752523021,0.664261414618134,"Human_Breast_Andersson_10142021_ST_F3",0.664261414618134,0.0149752777321033,0.0211062451469464,0.299657062502817
"14","Human_Breast_Andersson_10142021_ST_F3_10x23",0.00541325545956537,0.0722240090795738,0.00166661595626516,0.00920879025998926,0.0133230686696829,0.217639553490454,0.198871016757737,0.0955843023239694,0.386069388002764,"Human_Breast_Andersson_10142021_ST_F3",0.386069388002764,0.0793038804954043,0.118116161253642,0.416510570248191
