,yaxis,xaxis,r
Human_Breast_He_06222020_ST_BC23377_C1_3x30,8457.912,563.2130000000002,112.0
Human_Breast_He_06222020_ST_BC23377_C1_3x31,8745.009,555.387,112.0
Human_Breast_He_06222020_ST_BC23377_C1_3x32,9039.206,560.245,112.0
Human_Breast_He_06222020_ST_BC23377_C1_3x33,9332.18,562.388,112.0
Human_Breast_He_06222020_ST_BC23377_C1_23x20,5532.167,6402.288000000001,112.0
Human_Breast_He_06222020_ST_BC23377_C1_16x28,7864.633000000002,4333.527,112.0
Human_Breast_He_06222020_ST_BC23377_C1_23x22,6123.996,6399.906999999998,112.0
Human_Breast_He_06222020_ST_BC23377_C1_23x23,6409.241999999998,6392.816,112.0
Human_Breast_He_06222020_ST_BC23377_C1_23x24,6706.495,6399.194,112.0
Human_Breast_He_06222020_ST_BC23377_C1_23x25,6989.111999999999,6396.483,112.0
Human_Breast_He_06222020_ST_BC23377_C1_23x27,7577.343000000002,6393.7,112.0
Human_Breast_He_06222020_ST_BC23377_C1_23x28,7873.499,6404.562,112.0
Human_Breast_He_06222020_ST_BC23377_C1_23x29,8166.896,6406.199000000001,112.0
Human_Breast_He_06222020_ST_BC23377_C1_21x9,2320.623,5784.423000000002,112.0
Human_Breast_He_06222020_ST_BC23377_C1_21x8,2038.623,5788.519,112.0
Human_Breast_He_06222020_ST_BC23377_C1_30x21,5817.66,8396.532,112.0
Human_Breast_He_06222020_ST_BC23377_C1_20x21,5813.143,5520.401,112.0
Human_Breast_He_06222020_ST_BC23377_C1_30x23,6393.81,8407.536,112.0
Human_Breast_He_06222020_ST_BC23377_C1_25x10,2620.533,6965.64,112.0
Human_Breast_He_06222020_ST_BC23377_C1_18x28,7869.443,4923.26,112.0
Human_Breast_He_06222020_ST_BC23377_C1_18x29,8157.678000000001,4922.295,112.0
Human_Breast_He_06222020_ST_BC23377_C1_18x26,7286.983,4909.734,112.0
Human_Breast_He_06222020_ST_BC23377_C1_25x17,4649.791,6970.783,112.0
Human_Breast_He_06222020_ST_BC23377_C1_18x24,6692.384,4914.532,112.0
Human_Breast_He_06222020_ST_BC23377_C1_18x25,6980.913000000001,4912.007000000001,112.0
Human_Breast_He_06222020_ST_BC23377_C1_18x22,6105.571999999999,4906.418,112.0
Human_Breast_He_06222020_ST_BC23377_C1_18x23,6408.1680000000015,4917.380999999999,112.0
Human_Breast_He_06222020_ST_BC23377_C1_18x20,5529.081,4909.325,112.0
Human_Breast_He_06222020_ST_BC23377_C1_18x21,5822.93,4909.183,112.0
Human_Breast_He_06222020_ST_BC23377_C1_20x27,7566.363,5521.016,112.0
Human_Breast_He_06222020_ST_BC23377_C1_25x14,3781.888,6968.529,112.0
