,yaxis,xaxis,r
Human_Heart_Asp_12122019_ST_ST_Sample_9PCW_5_18x10x10,2691.6,3708.0,54.13950456323338
Human_Heart_Asp_12122019_ST_ST_Sample_9PCW_5_18x10x11,2922.3,3722.9,54.13950456323338
Human_Heart_Asp_12122019_ST_ST_Sample_9PCW_5_18x10x12,3133.1,3716.1,54.13950456323338
Human_Heart_Asp_12122019_ST_ST_Sample_9PCW_5_18x10x4,1393.5,3727.8,54.13950456323338
Human_Heart_Asp_12122019_ST_ST_Sample_9PCW_5_18x10x5,1608.0,3704.8,54.13950456323338
Human_Heart_Asp_12122019_ST_ST_Sample_9PCW_5_18x10x6,1837.2,3708.2,54.13950456323338
Human_Heart_Asp_12122019_ST_ST_Sample_9PCW_5_18x10x7,2037.7,3715.3,54.13950456323338
Human_Heart_Asp_12122019_ST_ST_Sample_9PCW_5_18x10x8,2260.0,3709.1,54.13950456323338
Human_Heart_Asp_12122019_ST_ST_Sample_9PCW_5_18x10x9,2487.8,3699.7,54.13950456323338
Human_Heart_Asp_12122019_ST_ST_Sample_9PCW_5_18x11x10,2689.0,3925.2,54.13950456323338
Human_Heart_Asp_12122019_ST_ST_Sample_9PCW_5_18x11x11,2911.1,3919.2,54.13950456323338
Human_Heart_Asp_12122019_ST_ST_Sample_9PCW_5_18x11x12,3122.4,3924.7,54.13950456323338
Human_Heart_Asp_12122019_ST_ST_Sample_9PCW_5_18x11x3,1162.7,3915.6,54.13950456323338
Human_Heart_Asp_12122019_ST_ST_Sample_9PCW_5_18x11x4,1385.0,3916.1,54.13950456323338
Human_Heart_Asp_12122019_ST_ST_Sample_9PCW_5_18x11x5,1601.2,3922.9,54.13950456323338
Human_Heart_Asp_12122019_ST_ST_Sample_9PCW_5_18x11x6,1831.6,3926.7,54.13950456323338
Human_Heart_Asp_12122019_ST_ST_Sample_9PCW_5_18x11x7,2028.3,3915.9,54.13950456323338
Human_Heart_Asp_12122019_ST_ST_Sample_9PCW_5_18x11x8,2254.6,3930.3,54.13950456323338
Human_Heart_Asp_12122019_ST_ST_Sample_9PCW_5_18x11x9,2463.2,3928.9,54.13950456323338
Human_Heart_Asp_12122019_ST_ST_Sample_9PCW_5_18x12x10,2709.6,4180.7,54.13950456323338
Human_Heart_Asp_12122019_ST_ST_Sample_9PCW_5_18x12x11,2924.9,4178.3,54.13950456323338
