,yaxis,xaxis,r
Human_Breast_He_06222020_ST_BC23277_E2_12x16,4377.645,3206.222,112.0
Human_Breast_He_06222020_ST_BC23277_E2_16x28,7867.9209999999985,4358.063,112.0
Human_Breast_He_06222020_ST_BC23277_E2_23x22,6119.142,6415.694,112.0
Human_Breast_He_06222020_ST_BC23277_E2_23x23,6412.446,6414.31,112.0
Human_Breast_He_06222020_ST_BC23277_E2_23x24,6705.751,6413.246,112.0
Human_Breast_He_06222020_ST_BC23277_E2_23x28,7869.811,6417.5340000000015,112.0
Human_Breast_He_06222020_ST_BC23277_E2_24x29,8164.708,6705.0340000000015,112.0
Human_Breast_He_06222020_ST_BC23277_E2_21x9,2328.726,5794.339,112.0
Human_Breast_He_06222020_ST_BC23277_E2_30x17,4661.311,8428.492,112.0
Human_Breast_He_06222020_ST_BC23277_E2_30x21,5827.876,8430.105,112.0
Human_Breast_He_06222020_ST_BC23277_E2_20x21,5811.264,5542.999,112.0
Human_Breast_He_06222020_ST_BC23277_E2_8x25,6981.4940000000015,2019.922,112.0
Human_Breast_He_06222020_ST_BC23277_E2_20x23,6395.286,5539.137,112.0
Human_Breast_He_06222020_ST_BC23277_E2_3x22,6123.29,585.754,112.0
Human_Breast_He_06222020_ST_BC23277_E2_25x10,2626.992,6980.693,112.0
Human_Breast_He_06222020_ST_BC23277_E2_18x28,7866.4940000000015,4936.767,112.0
Human_Breast_He_06222020_ST_BC23277_E2_18x29,8148.776999999999,4940.806,112.0
Human_Breast_He_06222020_ST_BC23277_E2_18x26,7279.146,4941.019,112.0
Human_Breast_He_06222020_ST_BC23277_E2_18x27,7573.151,4939.43,112.0
Human_Breast_He_06222020_ST_BC23277_E2_18x25,6997.325,4938.434,112.0
Human_Breast_He_06222020_ST_BC23277_E2_18x22,6112.456,4936.102,112.0
Human_Breast_He_06222020_ST_BC23277_E2_18x23,6430.254,4930.098,112.0
Human_Breast_He_06222020_ST_BC23277_E2_18x20,5532.821,4937.462,112.0
Human_Breast_He_06222020_ST_BC23277_E2_18x21,5830.792,4939.067,112.0
Human_Breast_He_06222020_ST_BC23277_E2_24x26,7292.423000000002,6711.028,112.0
Human_Breast_He_06222020_ST_BC23277_E2_20x27,7559.428000000001,5544.138000000001,112.0
Human_Breast_He_06222020_ST_BC23277_E2_25x14,3786.594,6979.21,112.0
Human_Breast_He_06222020_ST_BC23277_E2_24x20,5538.569,6705.304,112.0
Human_Breast_He_06222020_ST_BC23277_E2_23x20,5534.09,6419.531999999998,112.0
Human_Breast_He_06222020_ST_BC23277_E2_26x8,2051.557,7260.585999999998,112.0
Human_Breast_He_06222020_ST_BC23277_E2_26x9,2356.374,7261.824,112.0
Human_Breast_He_06222020_ST_BC23277_E2_26x7,1766.864,7259.669,112.0
Human_Breast_He_06222020_ST_BC23277_E2_22x12,3194.195,6095.538000000001,112.0
Human_Breast_He_06222020_ST_BC23277_E2_23x26,7287.678000000001,6422.706,112.0
Human_Breast_He_06222020_ST_BC23277_E2_17x26,7279.849,4664.347,112.0
Human_Breast_He_06222020_ST_BC23277_E2_30x23,6400.564,8430.367,112.0
Human_Breast_He_06222020_ST_BC23277_E2_22x13,3484.889,6091.491999999998,112.0
Human_Breast_He_06222020_ST_BC23277_E2_11x14,3773.684,2882.146,112.0
Human_Breast_He_06222020_ST_BC23277_E2_11x15,4068.848,2886.225,112.0
Human_Breast_He_06222020_ST_BC23277_E2_8x20,5526.135,2015.094,112.0
Human_Breast_He_06222020_ST_BC23277_E2_8x21,5820.574000000001,2016.249,112.0
Human_Breast_He_06222020_ST_BC23277_E2_8x26,7276.201,2018.706,112.0
Human_Breast_He_06222020_ST_BC23277_E2_8x16,4373.01,2015.19,112.0
Human_Breast_He_06222020_ST_BC23277_E2_11x12,3193.551,2878.095,112.0
Human_Breast_He_06222020_ST_BC23277_E2_11x13,3492.18,2890.126,112.0
Human_Breast_He_06222020_ST_BC23277_E2_8x15,4086.384,2022.723,112.0
Human_Breast_He_06222020_ST_BC23277_E2_30x28,7853.300999999998,8434.055,112.0
Human_Breast_He_06222020_ST_BC23277_E2_20x30,8438.69,5543.501,112.0
Human_Breast_He_06222020_ST_BC23277_E2_20x31,8727.556999999999,5547.254,112.0
Human_Breast_He_06222020_ST_BC23277_E2_8x14,3788.513,2016.331,112.0
Human_Breast_He_06222020_ST_BC23277_E2_20x17,4649.507000000001,5537.463000000002,112.0
Human_Breast_He_06222020_ST_BC23277_E2_18x18,4948.346,4930.852,112.0
Human_Breast_He_06222020_ST_BC23277_E2_14x11,2920.5170000000007,3782.854,112.0
Human_Breast_He_06222020_ST_BC23277_E2_26x14,3776.756,7258.403,112.0
Human_Breast_He_06222020_ST_BC23277_E2_22x14,3783.683,6101.448,112.0
Human_Breast_He_06222020_ST_BC23277_E2_6x17,4657.146,1423.8670000000004,112.0
Human_Breast_He_06222020_ST_BC23277_E2_18x24,6703.205,4934.402,112.0
Human_Breast_He_06222020_ST_BC23277_E2_23x19,5244.916,6414.804,112.0
Human_Breast_He_06222020_ST_BC23277_E2_23x18,4955.195,6416.74,112.0
Human_Breast_He_06222020_ST_BC23277_E2_23x11,2920.946,6412.592,112.0
Human_Breast_He_06222020_ST_BC23277_E2_23x10,2630.552,6413.846,112.0
