,yaxis,xaxis,r
Human_Breast_Andersson_10142021_ST_D3_10x10,2661.52,2604.03,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_10x11,2961.98,2574.98,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_10x12,3244.64,2587.18,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_10x13,3522.35,2587.47,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_10x14,3830.1,2586.89,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_10x15,4101.09,2606.94,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_10x16,4396.88,2590.38,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_10x17,4704.34,2596.77,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_10x18,4983.8,2600.55,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_10x19,5293.0,2581.95,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_10x20,5578.29,2598.22,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_10x21,5846.08,2603.16,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_10x22,6143.33,2598.8,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_10x23,6443.78,2594.15,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_10x24,6715.36,2600.55,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_10x25,7005.61,2592.41,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_10x26,7296.73,2599.09,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_10x27,7582.89,2586.02,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_11x10,2626.52,2864.06,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_11x11,2915.89,2888.75,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_11x12,3213.43,2874.23,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_11x13,3522.93,2884.98,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_11x14,3794.51,2879.75,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_11x15,4073.38,2871.61,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_11x16,4383.46,2883.23,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_11x17,4674.59,2876.26,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_11x18,4973.29,2890.2,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_11x19,5276.08,2889.91,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_11x20,5547.66,2878.29,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_11x21,5837.62,2875.39,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_11x22,6137.2,2871.32,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_11x23,6408.78,2879.75,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_11x24,6697.86,2877.42,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_11x25,6992.19,2890.79,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_11x26,7282.73,2889.62,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_11x27,7557.22,2891.66,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_12x10,2650.44,3228.38,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_12x11,2944.48,3218.8,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_12x12,3236.48,3212.11,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_12x13,3529.35,3231.0,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_12x14,3838.85,3221.99,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_12x15,4111.3,3227.8,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_12x16,4407.38,3217.34,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_12x17,4694.13,3209.79,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_12x18,4987.59,3229.25,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_12x19,5279.58,3217.63,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_12x20,5563.71,3211.24,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_12x21,5855.41,3230.71,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_12x22,6192.04,3240.59,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_12x23,6431.53,3231.0,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_12x24,6717.99,3224.61,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_12x25,7021.07,3237.39,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_12x26,7312.77,3224.32,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_12x27,7595.44,3231.0,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_13x10,2653.36,3501.77,72.63292103874788
Human_Breast_Andersson_10142021_ST_D3_13x11,2944.19,3508.46,72.63292103874788
