,yaxis,xaxis,r
Human_Breast_He_06222020_ST_BC23277_D2_23x20,5501.526,6424.109,112.0
Human_Breast_He_06222020_ST_BC23277_D2_23x22,6095.839,6413.891,112.0
Human_Breast_He_06222020_ST_BC23277_D2_23x23,6375.049,6423.967,112.0
Human_Breast_He_06222020_ST_BC23277_D2_21x7,1720.043,5814.458000000001,112.0
Human_Breast_He_06222020_ST_BC23277_D2_23x28,7837.057,6419.863,112.0
Human_Breast_He_06222020_ST_BC23277_D2_23x29,8130.78,6418.531999999998,112.0
Human_Breast_He_06222020_ST_BC23277_D2_21x9,2294.594,5811.221,112.0
Human_Breast_He_06222020_ST_BC23277_D2_21x8,2002.557,5815.621999999999,112.0
Human_Breast_He_06222020_ST_BC23277_D2_7x32,8997.575,1740.901,112.0
Human_Breast_He_06222020_ST_BC23277_D2_30x21,5785.164000000002,8440.761,112.0
Human_Breast_He_06222020_ST_BC23277_D2_25x13,3462.931,6994.116,112.0
Human_Breast_He_06222020_ST_BC23277_D2_20x20,5492.13,5542.824000000001,112.0
Human_Breast_He_06222020_ST_BC23277_D2_30x23,6373.486999999999,8437.757,112.0
Human_Breast_He_06222020_ST_BC23277_D2_20x23,6364.779,5547.831,112.0
Human_Breast_He_06222020_ST_BC23277_D2_20x22,6080.831,5560.986,112.0
Human_Breast_He_06222020_ST_BC23277_D2_25x17,4627.424,6996.624,112.0
Human_Breast_He_06222020_ST_BC23277_D2_18x28,7840.826999999998,4943.627,112.0
Human_Breast_He_06222020_ST_BC23277_D2_18x29,8126.376,4941.157,112.0
Human_Breast_He_06222020_ST_BC23277_D2_18x26,7248.906,4945.306,112.0
Human_Breast_He_06222020_ST_BC23277_D2_18x27,7554.106,4942.681,112.0
Human_Breast_He_06222020_ST_BC23277_D2_18x24,6668.941999999999,4945.5340000000015,112.0
Human_Breast_He_06222020_ST_BC23277_D2_18x25,6955.145,4956.385,112.0
Human_Breast_He_06222020_ST_BC23277_D2_18x22,6081.9940000000015,4940.706,112.0
Human_Breast_He_06222020_ST_BC23277_D2_18x23,6377.375,4946.559,112.0
Human_Breast_He_06222020_ST_BC23277_D2_18x20,5510.625,4946.026,112.0
Human_Breast_He_06222020_ST_BC23277_D2_18x21,5797.462,4945.615,112.0
Human_Breast_He_06222020_ST_BC23277_D2_20x27,7532.585,5548.366,112.0
Human_Breast_He_06222020_ST_BC23277_D2_20x26,7246.561,5553.804,112.0
Human_Breast_He_06222020_ST_BC23277_D2_23x21,5793.531,6422.496,112.0
Human_Breast_He_06222020_ST_BC23277_D2_23x24,6672.752,6421.363,112.0
Human_Breast_He_06222020_ST_BC23277_D2_23x25,6947.814,6413.314,112.0
Human_Breast_He_06222020_ST_BC23277_D2_22x13,3455.611,6104.637,112.0
Human_Breast_He_06222020_ST_BC23277_D2_8x22,6079.590999999999,2031.453,112.0
Human_Breast_He_06222020_ST_BC23277_D2_11x15,4033.546,2901.573,112.0
Human_Breast_He_06222020_ST_BC23277_D2_11x16,4325.022,2894.465,112.0
Human_Breast_He_06222020_ST_BC23277_D2_8x21,5790.677,2028.565,112.0
Human_Breast_He_06222020_ST_BC23277_D2_16x29,8126.4969999999985,4364.183,112.0
Human_Breast_He_06222020_ST_BC23277_D2_8x16,4328.7,2031.326,112.0
Human_Breast_He_06222020_ST_BC23277_D2_22x11,2872.485,6100.621999999999,112.0
Human_Breast_He_06222020_ST_BC23277_D2_20x32,8993.372,5549.39,112.0
Human_Breast_He_06222020_ST_BC23277_D2_20x30,8409.949,5540.8780000000015,112.0
Human_Breast_He_06222020_ST_BC23277_D2_20x31,8698.667,5548.383000000002,112.0
Human_Breast_He_06222020_ST_BC23277_D2_20x17,4619.985,5549.739000000001,112.0
Human_Breast_He_06222020_ST_BC23277_D2_22x17,4622.872,6104.722,112.0
Human_Breast_He_06222020_ST_BC23277_D2_14x11,2885.005,3787.379,112.0
Human_Breast_He_06222020_ST_BC23277_D2_26x14,3757.481,7271.4540000000015,112.0
Human_Breast_He_06222020_ST_BC23277_D2_20x7,1723.398,5550.051,112.0
Human_Breast_He_06222020_ST_BC23277_D2_6x31,8713.617,1441.622,112.0
Human_Breast_He_06222020_ST_BC23277_D2_6x30,8416.673,1452.345,112.0
Human_Breast_He_06222020_ST_BC23277_D2_22x15,4034.299,6099.8690000000015,112.0
Human_Breast_He_06222020_ST_BC23277_D2_23x19,5223.982,6418.092,112.0
Human_Breast_He_06222020_ST_BC23277_D2_23x18,4931.209,6419.406,112.0
Human_Breast_He_06222020_ST_BC23277_D2_23x11,2890.764,6424.969,112.0
Human_Breast_He_06222020_ST_BC23277_D2_23x10,2601.687,6426.687,112.0
Human_Breast_He_06222020_ST_BC23277_D2_23x13,3462.192,6423.145,112.0
Human_Breast_He_06222020_ST_BC23277_D2_23x12,3176.983,6425.568,112.0
Human_Breast_He_06222020_ST_BC23277_D2_23x15,4048.695,6422.858,112.0
Human_Breast_He_06222020_ST_BC23277_D2_23x14,3753.993,6423.74,112.0
Human_Breast_He_06222020_ST_BC23277_D2_23x17,4629.195,6424.045,112.0
Human_Breast_He_06222020_ST_BC23277_D2_23x16,4354.227,6425.5030000000015,112.0
Human_Breast_He_06222020_ST_BC23277_D2_11x14,3742.967,2895.715,112.0
Human_Breast_He_06222020_ST_BC23277_D2_8x23,6367.199000000001,2025.58,112.0
Human_Breast_He_06222020_ST_BC23277_D2_11x17,4618.4090000000015,2900.244,112.0
Human_Breast_He_06222020_ST_BC23277_D2_8x27,7540.260999999998,2030.205,112.0
Human_Breast_He_06222020_ST_BC23277_D2_23x9,2307.634,6425.866999999998,112.0
Human_Breast_He_06222020_ST_BC23277_D2_8x28,7830.755,2024.512,112.0
Human_Breast_He_06222020_ST_BC23277_D2_8x29,8129.714,2022.0,112.0
Human_Breast_He_06222020_ST_BC23277_D2_11x18,4908.802,2902.897,112.0
Human_Breast_He_06222020_ST_BC23277_D2_11x19,5193.429,2899.1620000000007,112.0
Human_Breast_He_06222020_ST_BC23277_D2_17x14,3755.38,4647.65,112.0
Human_Breast_He_06222020_ST_BC23277_D2_17x15,4043.175,4645.303,112.0
Human_Breast_He_06222020_ST_BC23277_D2_17x12,3176.028,4645.863,112.0
Human_Breast_He_06222020_ST_BC23277_D2_17x13,3464.423,4650.682,112.0
Human_Breast_He_06222020_ST_BC23277_D2_17x10,2589.786,4652.291,112.0
Human_Breast_He_06222020_ST_BC23277_D2_17x11,2887.897,4646.84,112.0
Human_Breast_He_06222020_ST_BC23277_D2_17x16,4332.693,4646.351,112.0
Human_Breast_He_06222020_ST_BC23277_D2_17x17,4627.047000000001,4646.625,112.0
Human_Breast_He_06222020_ST_BC23277_D2_26x18,4920.351,7269.236,112.0
Human_Breast_He_06222020_ST_BC23277_D2_26x19,5216.713,7271.075,112.0
Human_Breast_He_06222020_ST_BC23277_D2_26x16,4332.353,7273.946999999999,112.0
Human_Breast_He_06222020_ST_BC23277_D2_26x17,4623.06,7274.38,112.0
Human_Breast_He_06222020_ST_BC23277_D2_17x18,4915.473,4640.767,112.0
Human_Breast_He_06222020_ST_BC23277_D2_26x15,4040.821,7272.052,112.0
Human_Breast_He_06222020_ST_BC23277_D2_26x13,3463.893,7269.983,112.0
Human_Breast_He_06222020_ST_BC23277_D2_31x18,4919.386,8751.475,112.0
Human_Breast_He_06222020_ST_BC23277_D2_31x19,5191.412,8749.061,112.0
Human_Breast_He_06222020_ST_BC23277_D2_10x26,7243.222,2603.773,112.0
Human_Breast_He_06222020_ST_BC23277_D2_10x27,7519.607,2607.015,112.0
Human_Breast_He_06222020_ST_BC23277_D2_10x24,6654.292,2608.484,112.0
Human_Breast_He_06222020_ST_BC23277_D2_10x25,6947.57,2608.512,112.0
Human_Breast_He_06222020_ST_BC23277_D2_10x22,6073.99,2605.309,112.0
Human_Breast_He_06222020_ST_BC23277_D2_10x23,6366.044,2610.723,112.0
Human_Breast_He_06222020_ST_BC23277_D2_10x20,5485.2530000000015,2607.962,112.0
Human_Breast_He_06222020_ST_BC23277_D2_10x21,5787.21,2608.373,112.0
Human_Breast_He_06222020_ST_BC23277_D2_10x28,7825.905,2611.751,112.0
Human_Breast_He_06222020_ST_BC23277_D2_10x29,8110.441,2602.726,112.0
Human_Breast_He_06222020_ST_BC23277_D2_7x16,4334.287,1736.771,112.0
Human_Breast_He_06222020_ST_BC23277_D2_7x17,4626.295,1742.121,112.0
Human_Breast_He_06222020_ST_BC23277_D2_7x18,4922.618,1744.5410000000004,112.0
Human_Breast_He_06222020_ST_BC23277_D2_7x19,5204.896,1742.74,112.0
Human_Breast_He_06222020_ST_BC23277_D2_19x33,9299.33,5232.446,112.0
Human_Breast_He_06222020_ST_BC23277_D2_19x30,8416.224,5235.458,112.0
Human_Breast_He_06222020_ST_BC23277_D2_24x29,8137.908,6712.7840000000015,112.0
Human_Breast_He_06222020_ST_BC23277_D2_21x17,4617.274,5814.036,112.0
Human_Breast_He_06222020_ST_BC23277_D2_21x16,4331.839,5811.161999999998,112.0
Human_Breast_He_06222020_ST_BC23277_D2_21x15,4032.843,5811.715999999999,112.0
Human_Breast_He_06222020_ST_BC23277_D2_21x14,3737.149,5813.314,112.0
Human_Breast_He_06222020_ST_BC23277_D2_21x13,3447.906,5808.771,112.0
Human_Breast_He_06222020_ST_BC23277_D2_21x12,3151.394,5811.762,112.0
Human_Breast_He_06222020_ST_BC23277_D2_21x11,2873.777,5814.3,112.0
Human_Breast_He_06222020_ST_BC23277_D2_21x10,2581.725,5809.498000000001,112.0
Human_Breast_He_06222020_ST_BC23277_D2_21x19,5200.141,5812.279,112.0
Human_Breast_He_06222020_ST_BC23277_D2_21x18,4902.325,5806.06,112.0
Human_Breast_He_06222020_ST_BC23277_D2_22x8,2014.678,6099.292,112.0
Human_Breast_He_06222020_ST_BC23277_D2_22x9,2298.465,6101.441999999999,112.0
Human_Breast_He_06222020_ST_BC23277_D2_22x7,1725.2089999999996,6103.444,112.0
Human_Breast_He_06222020_ST_BC23277_D2_9x25,6954.239000000001,2341.012,112.0
Human_Breast_He_06222020_ST_BC23277_D2_9x24,6664.229,2347.837,112.0
Human_Breast_He_06222020_ST_BC23277_D2_13x29,8137.22,3508.855,112.0
Human_Breast_He_06222020_ST_BC23277_D2_13x28,7846.086999999998,3508.992,112.0
Human_Breast_He_06222020_ST_BC23277_D2_9x21,5793.6190000000015,2350.329,112.0
Human_Breast_He_06222020_ST_BC23277_D2_12x29,8136.951999999998,3220.109000000001,112.0
Human_Breast_He_06222020_ST_BC23277_D2_9x23,6367.375,2349.366,112.0
