,yaxis,xaxis,r
Human_Breast_Andersson_10142021_ST_C2_10x21,5822.13,2545.13,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_10x22,6112.46,2537.89,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_10x23,6396.68,2535.86,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_11x21,5824.46,2839.29,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_11x22,6104.3,2854.07,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_11x23,6388.81,2847.41,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_11x24,6675.64,2853.2,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_12x20,5567.36,3197.21,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_12x21,5853.61,3185.91,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_12x22,6155.61,3185.91,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_12x23,6423.2,3190.55,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_12x24,6703.33,3183.88,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_13x19,5284.31,3460.65,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_13x20,5557.74,3467.32,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_13x21,5851.28,3473.69,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_13x22,6136.07,3480.65,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_13x23,6415.62,3430.51,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_13x24,6701.0,3467.61,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_13x25,7006.2,3479.78,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_14x19,5270.03,3747.28,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_14x20,5547.54,3746.7,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_14x21,5840.79,3741.77,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_14x22,6138.99,3735.97,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_14x23,6418.25,3758.29,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_14x24,6704.79,3751.33,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_14x25,7000.96,3748.43,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_15x18,4983.48,4006.66,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_15x19,5269.45,4029.84,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_15x20,5543.46,4017.96,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_15x21,5833.21,4027.23,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_15x22,6128.79,4028.97,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_15x23,6411.25,4001.73,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_15x24,6692.84,4025.21,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_15x25,6986.67,4028.97,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_15x26,7274.67,4037.96,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_16x18,4971.24,4318.5,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_16x19,5284.02,4306.61,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_16x20,5548.99,4325.74,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_16x21,5848.95,4305.74,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_16x22,6129.95,4304.01,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_16x23,6410.67,4321.97,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_16x24,6694.01,4317.34,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_16x25,6991.04,4303.43,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_16x26,7278.46,4305.16,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_17x17,4669.25,4605.41,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_17x18,4963.95,4601.93,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_17x19,5267.11,4597.88,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_17x20,5538.21,4595.56,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_17x21,5833.21,4619.03,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_17x22,6127.33,4594.98,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_17x23,6398.43,4608.6,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_17x24,6695.17,4594.98,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_17x25,6987.55,4608.89,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_17x26,7267.39,4615.84,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_17x27,7568.21,4602.22,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_18x17,4675.37,4882.47,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_18x18,4965.41,4889.43,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_18x19,5258.66,4887.11,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_18x20,5539.67,4891.75,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_18x21,5835.54,4884.79,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_18x22,6123.25,4891.17,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_18x23,6402.21,4883.34,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_18x24,6694.88,4892.61,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_18x25,6991.63,4887.69,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_18x26,7278.17,4877.83,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_18x27,7576.67,4881.02,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_19x16,4374.54,5171.41,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_19x17,4674.49,5176.63,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_19x18,4967.16,5172.28,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_19x19,5254.29,5185.62,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_19x20,5539.96,5183.3,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_19x21,5833.79,5186.19,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_19x22,6125.0,5172.57,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_19x23,6405.42,5184.46,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_19x24,6701.0,5205.61,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_19x25,6986.38,5192.57,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_19x26,7267.1,5191.12,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_19x27,7573.75,5185.9,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_20x15,4078.67,5499.48,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_20x16,4372.21,5512.52,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_20x17,4661.08,5513.39,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_20x18,4956.37,5511.65,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_20x19,5244.96,5511.65,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_20x20,5533.54,5516.29,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_20x21,5821.26,5518.03,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_20x22,6119.46,5525.28,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_20x23,6395.51,5525.28,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_20x24,6682.05,5512.52,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_20x25,6973.85,5513.97,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_20x26,7259.22,5515.42,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_20x27,7562.09,5509.92,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_20x28,7851.84,5518.9,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_21x15,4074.0,5753.65,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_21x16,4364.34,5751.04,72.45312335405033
Human_Breast_Andersson_10142021_ST_C2_21x17,4655.55,5753.65,72.45312335405033
