,yaxis,xaxis,r
Human_Breast_Andersson_10142021_ST_H2_10x11,2889.59,2580.56,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_10x12,3176.2,2587.84,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_10x13,3467.75,2587.55,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_10x14,3768.58,2588.13,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_10x15,4049.38,2591.62,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_10x16,4342.38,2587.25,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_10x17,4634.79,2581.43,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_10x18,4917.92,2591.62,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_10x19,5219.33,2593.37,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_10x20,5512.04,2600.64,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_10x21,5801.26,2597.15,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_10x22,6083.8,2590.46,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_10x23,6379.99,2594.24,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_10x24,6673.86,2599.19,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_10x25,6982.82,2584.93,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_10x26,7232.26,2597.73,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_10x27,7551.39,2600.35,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_10x28,7842.36,2604.14,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_10x29,8114.44,2603.85,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_10x30,8414.99,2600.93,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_10x31,8706.53,2608.21,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_10x32,9001.56,2601.23,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_10x33,9296.01,2604.14,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_10x34,9580.29,2610.83,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_11x12,3179.11,2885.3,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_11x13,3458.45,2890.54,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_11x14,3747.38,2889.67,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_11x15,4046.19,2890.54,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_11x16,4338.31,2887.05,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_11x17,4619.4,2897.53,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_11x18,4911.82,2874.53,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_11x19,5212.07,2903.35,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_11x20,5498.68,2877.44,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_11x21,5791.39,2895.49,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_11x22,6079.15,2901.02,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_11x23,6375.34,2903.06,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_11x24,6653.53,2895.49,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_11x25,6961.05,2902.48,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_11x26,7239.52,2903.64,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_11x27,7541.81,2899.86,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_11x28,7833.94,2908.59,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_11x29,8113.28,2901.02,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_11x30,8402.21,2907.13,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_11x31,8701.02,2903.93,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_11x32,8994.3,2908.01,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_11x33,9289.04,2914.41,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_11x34,9575.07,2908.88,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_12x10,2611.41,3205.76,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_12x11,2897.73,3207.8,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_12x12,3188.69,3201.11,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_12x13,3477.33,3201.98,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_12x14,3761.9,3204.02,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_12x15,4066.51,3207.22,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_12x16,4350.8,3210.13,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_12x17,4649.6,3207.51,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_12x18,4933.89,3212.75,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_12x19,5224.27,3219.44,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_12x20,5503.33,3203.72,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_12x21,5808.81,3217.7,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_12x22,6098.9,3197.9,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_12x23,6390.15,3216.53,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_12x24,6683.73,3219.73,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_12x25,6972.95,3220.61,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_12x26,7262.46,3215.95,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_12x27,7559.23,3220.32,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_12x28,7856.88,3213.62,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_12x29,8135.93,3214.2,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_12x30,8408.02,3209.26,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_12x31,8731.51,3185.39,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_12x32,9031.18,3219.73,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_12x33,9305.01,3223.81,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_12x34,9594.52,3218.57,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_13x10,2607.34,3485.76,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_13x11,2909.63,3491.0,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_13x12,3177.65,3491.88,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_13x13,3487.49,3495.95,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_13x14,3764.23,3486.35,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_13x15,4067.68,3485.47,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_13x16,4349.06,3483.14,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_13x17,4646.12,3486.93,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_13x18,4935.05,3488.68,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_13x19,5238.21,3458.7,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_13x20,5525.4,3489.84,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_13x21,5815.2,3492.75,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_13x22,6100.06,3499.74,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_13x23,6384.35,3502.06,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_13x24,6671.82,3487.51,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_13x25,6973.82,3495.95,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_13x26,7267.98,3497.7,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_13x27,7565.33,3503.23,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_13x28,7853.68,3500.9,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_13x29,8137.97,3500.61,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_13x30,8423.41,3505.85,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_13x31,8712.34,3535.83,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_13x32,9018.4,3518.95,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_13x33,9311.11,3505.85,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_13x34,9597.14,3506.14,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_14x10,2598.63,3769.26,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_14x11,2900.34,3770.42,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_14x12,3179.98,3767.8,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_14x13,3474.72,3774.5,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_14x14,3746.22,3738.99,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_14x15,4057.51,3768.1,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_14x16,4347.31,3782.65,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_14x17,4630.44,3750.05,72.76558612109483
Human_Breast_Andersson_10142021_ST_H2_14x18,4933.31,3771.01,72.76558612109483
