,yaxis,xaxis,r
Human_Breast_He_06222020_ST_BC23506_C2_12x16,4370.017,3209.763,112.0
Human_Breast_He_06222020_ST_BC23506_C2_23x20,5530.248000000001,6413.999,112.0
Human_Breast_He_06222020_ST_BC23506_C2_23x21,5815.318,6415.6280000000015,112.0
Human_Breast_He_06222020_ST_BC23506_C2_23x22,6123.435,6405.835,112.0
Human_Breast_He_06222020_ST_BC23506_C2_23x23,6409.587,6407.824000000001,112.0
Human_Breast_He_06222020_ST_BC23506_C2_23x27,7580.71,6417.551,112.0
Human_Breast_He_06222020_ST_BC23506_C2_23x28,7869.8409999999985,6410.055,112.0
Human_Breast_He_06222020_ST_BC23506_C2_23x29,8160.335999999998,6412.215999999999,112.0
Human_Breast_He_06222020_ST_BC23506_C2_30x17,4645.388,8425.536,112.0
Human_Breast_He_06222020_ST_BC23506_C2_30x21,5811.4090000000015,8423.555,112.0
Human_Breast_He_06222020_ST_BC23506_C2_20x22,6099.866,5527.541,112.0
Human_Breast_He_06222020_ST_BC23506_C2_25x17,4650.294,6976.791,112.0
Human_Breast_He_06222020_ST_BC23506_C2_18x28,7861.257,4922.029,112.0
Human_Breast_He_06222020_ST_BC23506_C2_18x29,8160.339,4928.609,112.0
Human_Breast_He_06222020_ST_BC23506_C2_18x26,7278.124,4931.273,112.0
Human_Breast_He_06222020_ST_BC23506_C2_18x27,7571.722,4930.464,112.0
Human_Breast_He_06222020_ST_BC23506_C2_18x24,6690.712,4928.246,112.0
Human_Breast_He_06222020_ST_BC23506_C2_18x25,6984.599,4931.804,112.0
Human_Breast_He_06222020_ST_BC23506_C2_18x22,6107.013000000001,4923.413,112.0
Human_Breast_He_06222020_ST_BC23506_C2_18x23,6406.498000000001,4924.397,112.0
Human_Breast_He_06222020_ST_BC23506_C2_18x20,5531.013000000001,4929.856,112.0
Human_Breast_He_06222020_ST_BC23506_C2_18x21,5817.515,4923.078,112.0
Human_Breast_He_06222020_ST_BC23506_C2_20x27,7564.911,5533.709,112.0
Human_Breast_He_06222020_ST_BC23506_C2_23x24,6700.299,6412.161999999998,112.0
Human_Breast_He_06222020_ST_BC23506_C2_23x26,7279.460999999998,6415.62,112.0
Human_Breast_He_06222020_ST_BC23506_C2_4x9,2336.891,850.815,112.0
Human_Breast_He_06222020_ST_BC23506_C2_3x9,2339.04,572.263,112.0
Human_Breast_He_06222020_ST_BC23506_C2_11x14,3771.047,2896.034,112.0
Human_Breast_He_06222020_ST_BC23506_C2_8x23,6406.147,2014.234,112.0
Human_Breast_He_06222020_ST_BC23506_C2_8x20,5524.88,2012.115,112.0
Human_Breast_He_06222020_ST_BC23506_C2_16x29,8151.55,4350.882000000001,112.0
Human_Breast_He_06222020_ST_BC23506_C2_11x10,2610.712,2886.857,112.0
Human_Breast_He_06222020_ST_BC23506_C2_8x16,4361.295999999999,2017.411,112.0
Human_Breast_He_06222020_ST_BC23506_C2_11x13,3477.82,2894.868,112.0
Human_Breast_He_06222020_ST_BC23506_C2_20x32,9029.705,5528.64,112.0
Human_Breast_He_06222020_ST_BC23506_C2_20x33,9311.239,5532.205,112.0
Human_Breast_He_06222020_ST_BC23506_C2_20x30,8440.106,5528.026999999999,112.0
Human_Breast_He_06222020_ST_BC23506_C2_20x31,8732.877,5529.156999999998,112.0
