,yaxis,xaxis,r
Human_Breast_He_06222020_ST_BC23903_D1_23x20,5500.516,6426.736999999999,112.0
Human_Breast_He_06222020_ST_BC23903_D1_23x22,6076.864000000001,6422.828,112.0
Human_Breast_He_06222020_ST_BC23903_D1_23x23,6373.623000000001,6414.033,112.0
Human_Breast_He_06222020_ST_BC23903_D1_23x24,6662.616999999998,6421.761,112.0
Human_Breast_He_06222020_ST_BC23903_D1_23x25,6956.732,6425.281,112.0
Human_Breast_He_06222020_ST_BC23903_D1_23x26,7247.661,6429.696999999999,112.0
Human_Breast_He_06222020_ST_BC23903_D1_23x27,7529.273,6420.964,112.0
Human_Breast_He_06222020_ST_BC23903_D1_23x28,7830.053000000001,6427.37,112.0
Human_Breast_He_06222020_ST_BC23903_D1_21x9,2296.346,5777.201,112.0
Human_Breast_He_06222020_ST_BC23903_D1_30x21,5771.691999999999,8416.998,112.0
Human_Breast_He_06222020_ST_BC23903_D1_25x13,3453.112,6964.986999999999,112.0
Human_Breast_He_06222020_ST_BC23903_D1_25x12,3164.355,6971.875,112.0
Human_Breast_He_06222020_ST_BC23903_D1_25x17,4621.991,6976.759,112.0
Human_Breast_He_06222020_ST_BC23903_D1_18x28,7823.155,4938.977,112.0
Human_Breast_He_06222020_ST_BC23903_D1_18x26,7232.8809999999985,4927.295999999999,112.0
Human_Breast_He_06222020_ST_BC23903_D1_18x27,7523.715,4932.314,112.0
Human_Breast_He_06222020_ST_BC23903_D1_18x24,6653.701,4915.104,112.0
Human_Breast_He_06222020_ST_BC23903_D1_18x25,6941.1590000000015,4924.6590000000015,112.0
Human_Breast_He_06222020_ST_BC23903_D1_18x22,6065.354,4920.324000000001,112.0
Human_Breast_He_06222020_ST_BC23903_D1_18x23,6355.059,4922.503,112.0
Human_Breast_He_06222020_ST_BC23903_D1_18x20,5488.306,4925.491,112.0
Human_Breast_He_06222020_ST_BC23903_D1_18x21,5777.135,4922.214,112.0
Human_Breast_He_06222020_ST_BC23903_D1_24x26,7241.876999999998,6697.227,112.0
Human_Breast_He_06222020_ST_BC23903_D1_25x15,4041.459,6977.729,112.0
Human_Breast_He_06222020_ST_BC23903_D1_20x26,7235.967,5527.276,112.0
Human_Breast_He_06222020_ST_BC23903_D1_25x18,4915.57,6978.714,112.0
Human_Breast_He_06222020_ST_BC23903_D1_23x21,5786.825,6417.6590000000015,112.0
Human_Breast_He_06222020_ST_BC23903_D1_8x22,6070.472,2008.278,112.0
Human_Breast_He_06222020_ST_BC23903_D1_26x18,4905.703,7278.748,112.0
Human_Breast_He_06222020_ST_BC23903_D1_8x23,6362.731,2008.858,112.0
Human_Breast_He_06222020_ST_BC23903_D1_11x16,4323.689,2876.805,112.0
Human_Breast_He_06222020_ST_BC23903_D1_8x21,5779.764,2002.053,112.0
Human_Breast_He_06222020_ST_BC23903_D1_11x12,3164.15,2872.859000000001,112.0
Human_Breast_He_06222020_ST_BC23903_D1_11x10,2595.172,2875.658,112.0
Human_Breast_He_06222020_ST_BC23903_D1_8x16,4326.334,2008.55,112.0
Human_Breast_He_06222020_ST_BC23903_D1_24x19,5198.719,6694.113,112.0
Human_Breast_He_06222020_ST_BC23903_D1_8x25,6900.199000000001,2022.699,112.0
Human_Breast_He_06222020_ST_BC23903_D1_8x15,4037.252,2006.285,112.0
Human_Breast_He_06222020_ST_BC23903_D1_11x9,2300.936,2871.115,112.0
Human_Breast_He_06222020_ST_BC23903_D1_8x14,3749.022,1981.752,112.0
Human_Breast_He_06222020_ST_BC23903_D1_8x13,3418.37,1971.79,112.0
Human_Breast_He_06222020_ST_BC23903_D1_8x12,3165.8540000000007,2004.98,112.0
Human_Breast_He_06222020_ST_BC23903_D1_26x15,4030.4,7273.300999999998,112.0
Human_Breast_He_06222020_ST_BC23903_D1_8x11,2878.831,1996.155,112.0
Human_Breast_He_06222020_ST_BC23903_D1_6x17,4622.573,1420.254,112.0
Human_Breast_He_06222020_ST_BC23903_D1_23x19,5208.058,6416.663000000001,112.0
Human_Breast_He_06222020_ST_BC23903_D1_23x18,4917.39,6416.5340000000015,112.0
Human_Breast_He_06222020_ST_BC23903_D1_23x11,2887.744,6416.031,112.0
Human_Breast_He_06222020_ST_BC23903_D1_23x13,3457.264,6407.427,112.0
Human_Breast_He_06222020_ST_BC23903_D1_23x12,3174.25,6420.398,112.0
Human_Breast_He_06222020_ST_BC23903_D1_23x15,4037.035,6411.12,112.0
Human_Breast_He_06222020_ST_BC23903_D1_23x14,3750.71,6416.661999999998,112.0
Human_Breast_He_06222020_ST_BC23903_D1_23x17,4631.923,6414.597,112.0
Human_Breast_He_06222020_ST_BC23903_D1_23x16,4323.897,6408.6280000000015,112.0
